Restaurant Name,City,Cost for two,Currency,Price range,Rating,Rating text,Votes
Friends Fast Food,New Delhi,300,Indian Rupee,1,0,Not rated,2
Lhasa Thali House,New Delhi,300,Indian Rupee,1,0,Not rated,0
Mukesh Bhojnalaya,New Delhi,300,Indian Rupee,1,0,Not rated,0
Shakun Cook-Du-Ku,New Delhi,300,Indian Rupee,1,0,Not rated,0
The Urban Canteen,New Delhi,300,Indian Rupee,1,0,Not rated,2
Twenty Four Seven,New Delhi,300,Indian Rupee,1,0,Not rated,0
New Punjabi Tadka,Noida,300,Indian Rupee,1,0,Not rated,0
Radha Rani Bakery,Noida,300,Indian Rupee,1,0,Not rated,2
Tandoori Junction,Noida,300,Indian Rupee,1,0,Not rated,3
The Backyard Chef,Noida,300,Indian Rupee,1,0,Not rated,0
Chhotu Restaurant,New Delhi,350,Indian Rupee,1,0,Not rated,0
Anisha Restaurant,Gurgaon,400,Indian Rupee,1,0,Not rated,1
Sona Bridge Hotel,Gurgaon,400,Indian Rupee,1,0,Not rated,2
The Rolling Stove,Gurgaon,400,Indian Rupee,1,0,Not rated,0
Drepung Loselling,New Delhi,400,Indian Rupee,1,0,Not rated,3
Hot N Fresh Pizza,New Delhi,400,Indian Rupee,1,0,Not rated,0
Moriarty Delivers,New Delhi,400,Indian Rupee,1,0,Not rated,0
Sahara Restaurant,New Delhi,400,Indian Rupee,1,0,Not rated,3
Shree Banke Foods,New Delhi,400,Indian Rupee,1,0,Not rated,3
Taj Chicken Point,New Delhi,400,Indian Rupee,1,0,Not rated,0
Mr. Biryani Walia,Noida,400,Indian Rupee,1,0,Not rated,0
The Flip On Wheel,Noida,400,Indian Rupee,1,0,Not rated,1
The Royal Kitchen,Noida,400,Indian Rupee,1,0,Not rated,0
New Baba Da Dhaba,New Delhi,400,Indian Rupee,1,2,Poor,84
The Cake Expert's,Noida,250,Indian Rupee,1,2.4,Poor,63
Tandoori Junction,New Delhi,300,Indian Rupee,1,2.4,Poor,10
Southern Flavours,Noida,350,Indian Rupee,1,2.4,Poor,54
Grandma's Kitchen,Gurgaon,400,Indian Rupee,1,2.5,Average,20
Nikhil Food Point,Gurgaon,200,Indian Rupee,1,2.7,Average,19
Delhi Biryani Hut,Noida,300,Indian Rupee,1,2.7,Average,9
Shankar Fast Food,Noida,300,Indian Rupee,1,2.7,Average,15
Deep Sweet Corner,New Delhi,400,Indian Rupee,1,2.7,Average,16
Apsara Restaurant,New Delhi,450,Indian Rupee,1,2.7,Average,114
Punjab Restaurant,Faridabad,150,Indian Rupee,1,2.8,Average,8
Aapka Bhojanalaya,New Delhi,200,Indian Rupee,1,2.8,Average,5
Hari Mirch Masala,New Delhi,350,Indian Rupee,1,2.8,Average,101
The Food Junction,New Delhi,350,Indian Rupee,1,2.8,Average,78
Wahid Food Corner,Gurgaon,400,Indian Rupee,1,2.8,Average,6
Sweets and Spices,New Delhi,400,Indian Rupee,1,2.8,Average,69
Appu Ghar Express,Noida,400,Indian Rupee,1,2.8,Average,63
Shanu's Food Shop,New Delhi,450,Indian Rupee,1,2.8,Average,13
Aggarwal's Sweets,New Delhi,150,Indian Rupee,1,2.9,Average,7
Shiksha Fast Food,Faridabad,200,Indian Rupee,1,2.9,Average,5
Titu Chaat Corner,New Delhi,200,Indian Rupee,1,2.9,Average,6
Aayush Food Plaza,New Delhi,300,Indian Rupee,1,2.9,Average,5
B Tamang Chineese,Noida,300,Indian Rupee,1,2.9,Average,4
Yours Deliciously,Noida,350,Indian Rupee,1,2.9,Average,4
Ashoka Restaurant,Faridabad,400,Indian Rupee,1,2.9,Average,43
Chinese By Nature,Noida,400,Indian Rupee,1,2.9,Average,19
Sindhi Kulfi Wala,New Delhi,100,Indian Rupee,1,3,Average,4
Shahi Food Corner,New Delhi,150,Indian Rupee,1,3,Average,9
Zaika Kathi Rolls,New Delhi,150,Indian Rupee,1,3,Average,13
Heaven's Shawarma,New Delhi,200,Indian Rupee,1,3,Average,6
Rajeev Restaurant,New Delhi,200,Indian Rupee,1,3,Average,5
Aap Ki Rasoi Ghar,New Delhi,250,Indian Rupee,1,3,Average,6
Theka Desi Khaana,Gurgaon,350,Indian Rupee,1,3,Average,12
Sri Krishna Udupi,New Delhi,400,Indian Rupee,1,3,Average,27
Anil Mishtan Wala,New Delhi,100,Indian Rupee,1,3.1,Average,10
South Indian Food,New Delhi,150,Indian Rupee,1,3.1,Average,14
New Punjabi Khana,New Delhi,200,Indian Rupee,1,3.1,Average,8
Patna Roll Center,New Delhi,200,Indian Rupee,1,3.1,Average,10
New Bengal Sweets,New Delhi,250,Indian Rupee,1,3.1,Average,26
New Vishal Corner,New Delhi,250,Indian Rupee,1,3.1,Average,14
Flavourz Factoree,New Delhi,300,Indian Rupee,1,3.1,Average,14
Khalsa Veg Corner,New Delhi,300,Indian Rupee,1,3.1,Average,10
Rahul Meat Corner,New Delhi,300,Indian Rupee,1,3.1,Average,6
Shree Shyam Rasoi,Gurgaon,350,Indian Rupee,1,3.1,Average,12
Pehalwan Da Hotel,New Delhi,350,Indian Rupee,1,3.1,Average,6
Rita Chinese Food,New Delhi,350,Indian Rupee,1,3.1,Average,10
Shri Hari Sharnam,New Delhi,400,Indian Rupee,1,3.1,Average,14
The Baking Fusion,New Delhi,400,Indian Rupee,1,3.1,Average,8
Book Food Kitchen,Noida,400,Indian Rupee,1,3.1,Average,19
Authentique Bites,New Delhi,300,Indian Rupee,1,3.2,Average,17
Kumar Pastry Shop,New Delhi,300,Indian Rupee,1,3.2,Average,31
Mitthu Tikki Wala,New Delhi,300,Indian Rupee,1,3.2,Average,21
Shankar Fast Food,New Delhi,300,Indian Rupee,1,3.2,Average,74
MyLoveBiryani.Com,Gurgaon,350,Indian Rupee,1,3.2,Average,16
Mehak Food Corner,New Delhi,350,Indian Rupee,1,3.2,Average,87
Quality Cake Shop,New Delhi,350,Indian Rupee,1,3.2,Average,92
The Earthen Grill,New Delhi,350,Indian Rupee,1,3.2,Average,14
Raju Chinese Food,New Delhi,400,Indian Rupee,1,3.2,Average,49
Pappi Machhi Wala,New Delhi,450,Indian Rupee,1,3.2,Average,9
Jeeta Kulfi Walle,New Delhi,100,Indian Rupee,1,3.3,Average,12
Ashu Bhature Wala,New Delhi,200,Indian Rupee,1,3.3,Average,79
Moon Light Sweets,New Delhi,200,Indian Rupee,1,3.3,Average,16
Gupta Chat Corner,New Delhi,300,Indian Rupee,1,3.3,Average,47
Officer's Kitchen,New Delhi,300,Indian Rupee,1,3.3,Average,27
Bro's Kitchenette,Gurgaon,350,Indian Rupee,1,3.3,Average,11
Bengali By Nature,Gurgaon,400,Indian Rupee,1,3.3,Average,38
Aalis Kathi Kabab,New Delhi,400,Indian Rupee,1,3.3,Average,46
Fatafat Fast Food,New Delhi,450,Indian Rupee,1,3.3,Average,32
Grover Mithaivala,New Delhi,100,Indian Rupee,1,3.4,Average,46
Twenty Four Seven,Faridabad,300,Indian Rupee,1,3.4,Average,35
Adarsh Bhojnalaya,New Delhi,300,Indian Rupee,1,3.4,Average,29
Gourmet Affaire's,New Delhi,300,Indian Rupee,1,3.4,Average,66
Amritsari Express,New Delhi,400,Indian Rupee,1,3.4,Average,33
Dessert in Desert,New Delhi,450,Indian Rupee,1,3.4,Average,38
The Sugar Therapy,New Delhi,450,Indian Rupee,1,3.4,Average,22
Kati Roll Cottage,New Delhi,200,Indian Rupee,1,3.5,Good,14
Sahni Fish Corner,New Delhi,300,Indian Rupee,1,3.5,Good,32
Cakes At Bhawanas,Faridabad,400,Indian Rupee,1,3.5,Good,26
The Kebab Company,Noida,400,Indian Rupee,1,3.5,Good,21
Flames of Tandoor,Noida,450,Indian Rupee,1,3.5,Good,76
Hira Chaat Corner,New Delhi,100,Indian Rupee,1,3.6,Good,18
Ravi Raj Di Kulfi,New Delhi,150,Indian Rupee,1,3.6,Good,99
Granma's Homemade,New Delhi,200,Indian Rupee,1,3.6,Good,25
Manohar Bikkaneri,New Delhi,200,Indian Rupee,1,3.6,Good,62
Nut Khat Caterers,New Delhi,300,Indian Rupee,1,3.6,Good,71
Chills 'n' Grills,New Delhi,350,Indian Rupee,1,3.6,Good,69
KD's Hunger Point,Noida,200,Indian Rupee,1,3.7,Good,49
Annapurna Bhandar,New Delhi,100,Indian Rupee,1,3.8,Good,59
Atul Chaat Corner,New Delhi,100,Indian Rupee,1,3.8,Good,413
Pradeep Pav Bhaji,New Delhi,200,Indian Rupee,1,3.8,Good,94
Dilli 6 On Wheels,Gurgaon,250,Indian Rupee,1,3.8,Good,142
Maharashtra Sadan,New Delhi,300,Indian Rupee,1,3.8,Good,266
Mogambo Khush Hua,New Delhi,400,Indian Rupee,1,3.8,Good,121
The Rolling Joint,New Delhi,450,Indian Rupee,1,3.9,Good,783
Kumar Samose Wala,New Delhi,100,Indian Rupee,1,4.1,Very Good,187
Jain Coffee House,New Delhi,150,Indian Rupee,1,4.1,Very Good,169
Jai Vaishno Rasoi,New Delhi,250,Indian Rupee,1,4.2,Very Good,171
Dukes Pastry Shop,New Delhi,300,Indian Rupee,1,4.2,Very Good,474
Natural Ice Cream,New Delhi,150,Indian Rupee,1,4.5,Excellent,67
Choo Choo Eastside,Athens,10,Dollar($),1,3.9,Good,439
Bailey's Bar-B-Que,Dalton,10,Dollar($),1,4.1,Very Good,128
Ting's Red Lantern,Cedar Rapids/Iowa City,10,Dollar($),1,4.2,Very Good,347
Ameer Sweets House,New Delhi,100,Indian Rupee,1,0,Not rated,3
Bawarchi's Canteen,New Delhi,100,Indian Rupee,1,0,Not rated,0
Bikaner Restaurant,New Delhi,100,Indian Rupee,1,0,Not rated,0
Delhi Pizza Corner,New Delhi,100,Indian Rupee,1,0,Not rated,2
Goldy Chat Bhandar,New Delhi,100,Indian Rupee,1,0,Not rated,0
Gupta's Food Point,New Delhi,100,Indian Rupee,1,0,Not rated,1
Haryana Bhojnalaya,New Delhi,100,Indian Rupee,1,0,Not rated,0
Kamal Chat Bhandar,New Delhi,100,Indian Rupee,1,0,Not rated,3
Om Aggarwal Sweets,New Delhi,100,Indian Rupee,1,0,Not rated,1
Om Ji Bhature Wale,New Delhi,100,Indian Rupee,1,0,Not rated,0
The Royal Prestige,New Delhi,100,Indian Rupee,1,0,Not rated,1
Shristi Happy Eats,Gurgaon,150,Indian Rupee,1,0,Not rated,0
Aman Vaishno Dhaba,New Delhi,150,Indian Rupee,1,0,Not rated,1
Anupama Restaurant,New Delhi,150,Indian Rupee,1,0,Not rated,1
Bengali Restaurant,New Delhi,150,Indian Rupee,1,0,Not rated,0
Gulati Food Corner,New Delhi,150,Indian Rupee,1,0,Not rated,2
Shree Shyam Sweets,New Delhi,150,Indian Rupee,1,0,Not rated,0
Yummy Chinese Food,New Delhi,150,Indian Rupee,1,0,Not rated,1
Chocolate Fountain,Noida,150,Indian Rupee,1,0,Not rated,1
Amritsari Naan Hut,New Delhi,200,Indian Rupee,1,0,Not rated,1
Aradhya Restaurant,New Delhi,200,Indian Rupee,1,0,Not rated,0
Bablu Chinese Food,New Delhi,200,Indian Rupee,1,0,Not rated,0
Cheese Bitez Pizza,New Delhi,200,Indian Rupee,1,0,Not rated,0
Flavours Of London,New Delhi,200,Indian Rupee,1,0,Not rated,0
Hot & Chilly Point,New Delhi,200,Indian Rupee,1,0,Not rated,1
Mohan Chaat Corner,New Delhi,200,Indian Rupee,1,0,Not rated,1
Perfect Party Chef,New Delhi,200,Indian Rupee,1,0,Not rated,1
Rana's Food Corner,New Delhi,200,Indian Rupee,1,0,Not rated,0
Shri Bala Ji Rasoi,New Delhi,200,Indian Rupee,1,0,Not rated,0
Swadist Bhojnalaya,New Delhi,200,Indian Rupee,1,0,Not rated,2
Bala Ji Raja Dhaba,Noida,200,Indian Rupee,1,0,Not rated,0
Teddy Choco Studio,Gurgaon,250,Indian Rupee,1,0,Not rated,2
Joshi Eating House,New Delhi,250,Indian Rupee,1,0,Not rated,1
K. B. Eating Point,New Delhi,250,Indian Rupee,1,0,Not rated,0
Lasha Chinese Food,New Delhi,250,Indian Rupee,1,0,Not rated,2
Magic Mo:Mo Corner,New Delhi,250,Indian Rupee,1,0,Not rated,0
Mathura Lassi Wala,New Delhi,250,Indian Rupee,1,0,Not rated,0
Nirula's Ice Cream,New Delhi,250,Indian Rupee,1,0,Not rated,0
Prem Ji Delhi Wale,New Delhi,250,Indian Rupee,1,0,Not rated,0
Shashi's China Wok,New Delhi,250,Indian Rupee,1,0,Not rated,2
Sree Krishna Udupi,New Delhi,250,Indian Rupee,1,0,Not rated,1
Stuffed Kathi Roll,New Delhi,250,Indian Rupee,1,0,Not rated,1
Sufiyan Restaurant,New Delhi,250,Indian Rupee,1,0,Not rated,0
Street Food Corner,Noida,250,Indian Rupee,1,0,Not rated,0
Fusion Food Corner,Faridabad,300,Indian Rupee,1,0,Not rated,0
Bandhani Fast Food,Gurgaon,300,Indian Rupee,1,0,Not rated,0
The Breakfast Bite,Gurgaon,300,Indian Rupee,1,0,Not rated,1
Chinese Food Point,New Delhi,300,Indian Rupee,1,0,Not rated,0
Chinese Temptation,New Delhi,300,Indian Rupee,1,0,Not rated,2
First Treat Bakers,New Delhi,300,Indian Rupee,1,0,Not rated,2
Ganga Food Factory,New Delhi,300,Indian Rupee,1,0,Not rated,0
Jo's Peace of Cake,New Delhi,300,Indian Rupee,1,0,Not rated,1
Kanhaiya Fast Food,New Delhi,300,Indian Rupee,1,0,Not rated,0
Maharaja Food Club,New Delhi,300,Indian Rupee,1,0,Not rated,1
Melting Food Point,New Delhi,300,Indian Rupee,1,0,Not rated,0
Namaste Restaurant,New Delhi,300,Indian Rupee,1,0,Not rated,1
Rupa Bangali Dhaba,New Delhi,300,Indian Rupee,1,0,Not rated,0
Szoun Chinese Food,New Delhi,300,Indian Rupee,1,0,Not rated,0
Breadman Cake Shop,Noida,300,Indian Rupee,1,0,Not rated,2
Delicious Treasure,Noida,300,Indian Rupee,1,0,Not rated,2
Rajan Foods Corner,Noida,300,Indian Rupee,1,0,Not rated,1
Harmann Restaurant,Faridabad,350,Indian Rupee,1,0,Not rated,3
Nehra's Food Point,Gurgaon,350,Indian Rupee,1,0,Not rated,0
Bhawani Restaurant,New Delhi,350,Indian Rupee,1,0,Not rated,0
KGN Chicken Corner,New Delhi,350,Indian Rupee,1,0,Not rated,1
Khanna's Hot Pizza,New Delhi,350,Indian Rupee,1,0,Not rated,1
Quality Restaurant,New Delhi,350,Indian Rupee,1,0,Not rated,3
The Grillz & Gravy,Faridabad,400,Indian Rupee,1,0,Not rated,0
The Street Kitchen,Faridabad,400,Indian Rupee,1,0,Not rated,0
Kwality Restaurant,Gurgaon,400,Indian Rupee,1,0,Not rated,0
Colours of Biryani,New Delhi,400,Indian Rupee,1,0,Not rated,0
Hilal Hotel Nihari,New Delhi,400,Indian Rupee,1,0,Not rated,0
The Twisted Bakery,New Delhi,400,Indian Rupee,1,0,Not rated,0
Chacha Food Street,Noida,400,Indian Rupee,1,0,Not rated,1
Chaskaa Restaurant,Noida,400,Indian Rupee,1,0,Not rated,1
Achoos Food Corner,Gurgaon,450,Indian Rupee,1,0,Not rated,0
Rooftop Restaurant,New Delhi,450,Indian Rupee,1,0,Not rated,3
Kolkata Kathi Roll,New Delhi,100,Indian Rupee,1,2.6,Average,24
Modi Pastry Corner,New Delhi,100,Indian Rupee,1,2.6,Average,17
Dazzle Pastry Shop,New Delhi,150,Indian Rupee,1,2.6,Average,25
Chakhlo Food Court,New Delhi,300,Indian Rupee,1,2.6,Average,45
Chalte Firte Momos,New Delhi,300,Indian Rupee,1,2.6,Average,23
Muradabadi Biryani,New Delhi,300,Indian Rupee,1,2.6,Average,18
Sindh Sweet Corner,New Delhi,200,Indian Rupee,1,2.7,Average,22
Sugar Daddy Bakers,Noida,350,Indian Rupee,1,2.7,Average,4
Om Saravana Bhavan,New Delhi,400,Indian Rupee,1,2.7,Average,47
Sri Kamakshi Vilas,New Delhi,400,Indian Rupee,1,2.7,Average,9
Swastik Restaurant,New Delhi,400,Indian Rupee,1,2.7,Average,6
Chattisgarh Bhawan,New Delhi,450,Indian Rupee,1,2.7,Average,33
Vinayak Restaurant,New Delhi,450,Indian Rupee,1,2.7,Average,24
Kolkata Roll Point,Noida,100,Indian Rupee,1,2.8,Average,9
Bawa Snacks Corner,New Delhi,150,Indian Rupee,1,2.8,Average,11
Sharda Pastry Shop,New Delhi,150,Indian Rupee,1,2.8,Average,25
Goyal Eating Point,New Delhi,200,Indian Rupee,1,2.8,Average,11
Friends Restaurant,New Delhi,300,Indian Rupee,1,2.8,Average,117
The Tandoori Night,New Delhi,300,Indian Rupee,1,2.8,Average,5
Lumbini Food Point,Noida,350,Indian Rupee,1,2.8,Average,18
Amrit Family Rasoi,New Delhi,400,Indian Rupee,1,2.8,Average,53
Shiv Saras Vyanjan,Faridabad,100,Indian Rupee,1,2.9,Average,5
Bansal Mithai Wale,New Delhi,100,Indian Rupee,1,2.9,Average,5
Pandit Ji Ka Dhaba,New Delhi,150,Indian Rupee,1,2.9,Average,6
34 Parkstreet Lane,New Delhi,200,Indian Rupee,1,2.9,Average,4
Delish Bake N Choc,Gurgaon,250,Indian Rupee,1,2.9,Average,28
Chakhna Food Point,New Delhi,250,Indian Rupee,1,2.9,Average,6
Samarpan Fast Food,New Delhi,300,Indian Rupee,1,2.9,Average,9
Anand Food Factory,Noida,300,Indian Rupee,1,2.9,Average,4
Om Sai Dosa Corner,New Delhi,350,Indian Rupee,1,2.9,Average,4
Alag Khana Khazana,New Delhi,450,Indian Rupee,1,2.9,Average,5
Khalsa Hindu Hotel,New Delhi,450,Indian Rupee,1,2.9,Average,5
Vijay Eating Point,New Delhi,450,Indian Rupee,1,2.9,Average,4
Bhikaram Bhujawala,New Delhi,100,Indian Rupee,1,3,Average,5
Padam Chaat Corner,New Delhi,100,Indian Rupee,1,3,Average,4
New Bikaner Sweets,New Delhi,200,Indian Rupee,1,3,Average,10
BK's The Juice Bar,Noida,200,Indian Rupee,1,3,Average,10
Shadev Saini Dhaba,Noida,200,Indian Rupee,1,3,Average,7
Sapra Pastry Treat,Gurgaon,250,Indian Rupee,1,3,Average,33
Meghraj Food Court,New Delhi,250,Indian Rupee,1,3,Average,24
Hari Om Restaurant,Noida,250,Indian Rupee,1,3,Average,10
Noida Cakes Online,Noida,300,Indian Rupee,1,3,Average,9
GPW - The Food Hub,New Delhi,400,Indian Rupee,1,3,Average,70
Lumbini Fast Point,New Delhi,400,Indian Rupee,1,3,Average,30
Unique Tasty Bites,New Delhi,400,Indian Rupee,1,3,Average,10
Quality Food Point,New Delhi,450,Indian Rupee,1,3,Average,10
Paratha Hi Paratha,New Delhi,100,Indian Rupee,1,3.1,Average,10
Vaishno Bhojnalaya,New Delhi,150,Indian Rupee,1,3.1,Average,10
Moradabadi Biryani,New Delhi,300,Indian Rupee,1,3.1,Average,9
Handi Chhadeyan Di,Faridabad,400,Indian Rupee,1,3.1,Average,26
Maddi Sweet Centre,New Delhi,150,Indian Rupee,1,3.2,Average,22
Bharat Sweet House,New Delhi,200,Indian Rupee,1,3.2,Average,8
New Bakers Shoppee,New Delhi,200,Indian Rupee,1,3.2,Average,21
221 B Baker Street,Noida,200,Indian Rupee,1,3.2,Average,19
Tandoor on The Way,Gurgaon,300,Indian Rupee,1,3.2,Average,45
Udupi Eating House,New Delhi,350,Indian Rupee,1,3.2,Average,53
Delhi Darbar Dhaba,New Delhi,400,Indian Rupee,1,3.2,Average,89
Hari Om Bhojnalaya,New Delhi,400,Indian Rupee,1,3.2,Average,21
The Taste of India,New Delhi,400,Indian Rupee,1,3.2,Average,12
Khan's Kathi Rolls,Noida,400,Indian Rupee,1,3.2,Average,76
Chaudhary Di Hatti,New Delhi,150,Indian Rupee,1,3.3,Average,20
Janta Eating House,New Delhi,150,Indian Rupee,1,3.3,Average,40
Hema Chinese Foods,New Delhi,300,Indian Rupee,1,3.3,Average,21
The Sweet Boutique,New Delhi,300,Indian Rupee,1,3.3,Average,25
New Frontier Hotel,New Delhi,350,Indian Rupee,1,3.3,Average,55
Hyderabad Delights,Noida,400,Indian Rupee,1,3.3,Average,13
Unique Pastry Shop,New Delhi,200,Indian Rupee,1,3.4,Average,86
Kant Khana Khazana,Faridabad,250,Indian Rupee,1,3.4,Average,22
Green Tea Fanatics,New Delhi,250,Indian Rupee,1,3.4,Average,31
Rabi Snacks Corner,New Delhi,300,Indian Rupee,1,3.4,Average,18
Standard Ice Cream,New Delhi,100,Indian Rupee,1,3.5,Good,31
Jeet Chaat Bhandar,New Delhi,150,Indian Rupee,1,3.5,Good,23
Mithlesh Ande Wala,New Delhi,150,Indian Rupee,1,3.5,Good,17
Pappu Chat Bhandar,New Delhi,150,Indian Rupee,1,3.5,Good,19
Punjab Sweet House,Ranchi,200,Indian Rupee,1,3.5,Good,112
Aman-Deep Pure Veg,New Delhi,400,Indian Rupee,1,3.5,Good,79
Gupta's Restaurant,New Delhi,450,Indian Rupee,1,3.5,Good,104
Sunny Chicken Soup,New Delhi,200,Indian Rupee,1,3.6,Good,75
Haji Mohd. Hussain,New Delhi,300,Indian Rupee,1,3.6,Good,22
Suvidha Vegetarian,New Delhi,350,Indian Rupee,1,3.6,Good,88
Engineers Da Dhaba,Noida,400,Indian Rupee,1,3.6,Good,38
Manipur Food Stall,New Delhi,450,Indian Rupee,1,3.6,Good,72
Sharma Kachoriwala,New Delhi,50,Indian Rupee,1,3.7,Good,131
The Frozen Factory,Noida,350,Indian Rupee,1,3.7,Good,22
Flavors of Chennai,New Delhi,400,Indian Rupee,1,3.7,Good,370
The Tangy Tomatoes,New Delhi,400,Indian Rupee,1,3.7,Good,32
Night Food Service,Noida,350,Indian Rupee,1,3.8,Good,80
Biryani Sons & Co.,New Delhi,400,Indian Rupee,1,3.8,Good,63
Sadhana Restaurant,Nashik,100,Indian Rupee,1,3.9,Good,218
Waffles and Crepes,Noida,250,Indian Rupee,1,3.9,Good,66
Canteen Till I Die,New Delhi,300,Indian Rupee,1,3.9,Good,91
Fresh Food Factory,Noida,300,Indian Rupee,1,3.9,Good,140
The Punjab Kitchen,Gurgaon,350,Indian Rupee,1,3.9,Good,37
Stoned Age Kitchen,New Delhi,400,Indian Rupee,1,3.9,Good,91
Ahuja Milk Bhandar,Amritsar,100,Indian Rupee,1,4,Very Good,52
Ashok Chaat Corner,New Delhi,100,Indian Rupee,1,4.1,Very Good,118
Baba Nagpal Corner,New Delhi,150,Indian Rupee,1,4.1,Very Good,577
Kashi Chat Bhandar,Varanasi,150,Indian Rupee,1,4.1,Very Good,158
Duke's Pastry Shop,New Delhi,200,Indian Rupee,1,4.1,Very Good,150
Maxims Pastry Shop,New Delhi,300,Indian Rupee,1,4.2,Very Good,729
Sri Sairam Parlour,Vizag,300,Indian Rupee,1,4.2,Very Good,270
Stop My Starvation,New Delhi,300,Indian Rupee,1,4.3,Very Good,126
Naturals Ice Cream,New Delhi,150,Indian Rupee,1,4.7,Excellent,474
Triangle Restaurant,Mc Millan,10,Dollar($),1,2.4,Poor,17
BJ's Country Buffet,Albany,10,Dollar($),1,3.3,Average,25
The Screaming Eagle,Waterloo,10,Dollar($),1,3.7,Good,101
Big City Bread Cafe,Athens,10,Dollar($),1,4.3,Very Good,558
Leopold's Ice Cream,Savannah,10,Dollar($),1,4.6,Excellent,880
Delhi Chaat Bhandar,New Delhi,50,Indian Rupee,1,0,Not rated,0
Arora Pastry Palace,New Delhi,100,Indian Rupee,1,0,Not rated,3
Fantasy Pastry Shop,New Delhi,100,Indian Rupee,1,0,Not rated,1
Goli Vada Pav No. 1,New Delhi,100,Indian Rupee,1,0,Not rated,3
Lamba Sweets Corner,New Delhi,100,Indian Rupee,1,0,Not rated,2
Milko Sweets Corner,New Delhi,100,Indian Rupee,1,0,Not rated,2
New Bhappe Di Hatti,New Delhi,100,Indian Rupee,1,0,Not rated,0
Shree Krishna Dhaba,New Delhi,100,Indian Rupee,1,0,Not rated,0
Shri Bhujia Bhandar,New Delhi,100,Indian Rupee,1,0,Not rated,2
VadaPav 'n' Frankie,New Delhi,100,Indian Rupee,1,0,Not rated,0
Yadav Chaat Bhandar,New Delhi,100,Indian Rupee,1,0,Not rated,1
Madras Coffee House,Noida,100,Indian Rupee,1,0,Not rated,1
Zaika Tiffin Center,Noida,100,Indian Rupee,1,0,Not rated,1
Shri Ram Bhojnalaya,Gurgaon,150,Indian Rupee,1,0,Not rated,0
Anupam Eating Point,New Delhi,150,Indian Rupee,1,0,Not rated,0
Kolkatta Kathi Roll,New Delhi,150,Indian Rupee,1,0,Not rated,0
Sunil Punjabi Dhaba,New Delhi,150,Indian Rupee,1,0,Not rated,0
Vandana Food Corner,New Delhi,150,Indian Rupee,1,0,Not rated,0
Chandu Chat Bhandar,Noida,150,Indian Rupee,1,0,Not rated,0
Jai Jagannath Hotel,Faridabad,200,Indian Rupee,1,0,Not rated,3
Chinese Hot Express,Gurgaon,200,Indian Rupee,1,0,Not rated,0
34 Park Street Lane,New Delhi,200,Indian Rupee,1,0,Not rated,1
Alam Biryani Center,New Delhi,200,Indian Rupee,1,0,Not rated,0
Balaji Eating Point,New Delhi,200,Indian Rupee,1,0,Not rated,1
Bhatia Chinese Food,New Delhi,200,Indian Rupee,1,0,Not rated,0
Break Fast Junction,New Delhi,200,Indian Rupee,1,0,Not rated,0
Delhi Chaap Express,New Delhi,200,Indian Rupee,1,0,Not rated,3
Gopal Ji Rasoi Wala,New Delhi,200,Indian Rupee,1,0,Not rated,2
Grover Eating Point,New Delhi,200,Indian Rupee,1,0,Not rated,1
Gupta Eating Corner,New Delhi,200,Indian Rupee,1,0,Not rated,2
Hangout Kathi Rolls,New Delhi,200,Indian Rupee,1,0,Not rated,2
Jiya Amritsari Naan,New Delhi,200,Indian Rupee,1,0,Not rated,0
Kalka's Food Centre,New Delhi,200,Indian Rupee,1,0,Not rated,0
Nidhi's Cake Lounge,New Delhi,200,Indian Rupee,1,0,Not rated,2
Rajdhani Restaurant,New Delhi,200,Indian Rupee,1,0,Not rated,0
Scoopers 'n' Bakers,New Delhi,200,Indian Rupee,1,0,Not rated,0
Shahi Chicken Point,New Delhi,200,Indian Rupee,1,0,Not rated,0
Shudh Vaishno Dhaba,New Delhi,200,Indian Rupee,1,0,Not rated,0
Annapurna Caterings,Noida,200,Indian Rupee,1,0,Not rated,0
Chinese Food Corner,Noida,200,Indian Rupee,1,0,Not rated,0
Cream Bell Scoopers,Noida,200,Indian Rupee,1,0,Not rated,2
Chick Chicken House,New Delhi,250,Indian Rupee,1,0,Not rated,2
Krishna Yummy Foods,New Delhi,250,Indian Rupee,1,0,Not rated,1
Mahesh Chaat Corner,New Delhi,250,Indian Rupee,1,0,Not rated,0
Sandwiches 'N' More,New Delhi,250,Indian Rupee,1,0,Not rated,2
Vaishno Bhojanalaya,New Delhi,250,Indian Rupee,1,0,Not rated,2
Swami Vaishno Dhaba,Gurgaon,300,Indian Rupee,1,0,Not rated,0
Chennai Dosa Xpress,New Delhi,300,Indian Rupee,1,0,Not rated,1
Delhite P��tisserie,New Delhi,300,Indian Rupee,1,0,Not rated,1
Hot Joint Fast Food,New Delhi,300,Indian Rupee,1,0,Not rated,0
Hotel 121 Shakahari,New Delhi,300,Indian Rupee,1,0,Not rated,2
J V's Fried Chicken,New Delhi,300,Indian Rupee,1,0,Not rated,2
Khalsa Eating Point,New Delhi,300,Indian Rupee,1,0,Not rated,0
Milan Shudh Vaishno,New Delhi,300,Indian Rupee,1,0,Not rated,3
Mummy's Food Corner,New Delhi,300,Indian Rupee,1,0,Not rated,2
New Classic Kitchen,New Delhi,300,Indian Rupee,1,0,Not rated,0
New Open Restaurant,New Delhi,300,Indian Rupee,1,0,Not rated,0
